sku,width,content,price,name,brand,style,pattern,patternType,theme,origin,abrasion,use,image,certifications,colors,leadTime,moq,railRoaded,verticalRepeat,horizontalRepeat,finish,cleaningCode
800501,300,"{""polyester"":100}",0,Breanna,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.800501.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
2026,300,"{""polyester"":100}",0,Julianne,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.2026.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13104,300,"{""polyester"":100}",0,Aubrie,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3109.300.13104.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13103,300,"{""polyester"":100}",0,Annalise,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3109.300.13103.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13027,300,"{""polyester"":100}",0,Laila,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3109.300.13027.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13025,300,"{""polyester"":100}",0,Annabelle,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.13025.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13023,300,"{""polyester"":100}",0,Peyton,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3078.300.13023.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13021,300,"{""polyester"":100}",0,Clarissa,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3037.300.13021.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
13019,300,"{""polyester"":100}",0,Megan,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3109.300.13019.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
12015,300,"{""polyester"":100}",0,Jayleen,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3078.300.12015.750/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
880103,300,"{""polyester"":100}",0,Dayana,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3111.300.880103.19/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
880102,300,"{""polyester"":100}",0,Camila,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3111.300.880102.19/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
6062,300,"{""polyester"":100}",0,Madison,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.6062.7/1_MidSize.png,[],[],3,100,0,0,0,FR,W
6048,300,"{""polyester"":100}",0,Perla,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.6048.1/1_MidSize.png,[],[],3,100,0,0,0,FR,W
5565,300,"{""polyester"":100}",0,Evie,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.5565.24/1_MidSize.png,[],[],3,100,0,0,0,FR,W
5010,300,"{""polyester"":100}",0,Kirsten,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3023.290.5010.3051/1_MidSize.png,[],[],3,100,0,0,0,FR,W
4228,300,"{""polyester"":100}",0,Marlie,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.4228.1007/1_MidSize.png,[],[],3,100,0,0,0,FR,W
3998,300,"{""polyester"":100}",0,Georgia,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.3998.310/1_MidSize.png,[],[],3,100,0,0,0,FR,W
3997,300,"{""polyester"":100}",0,Selina,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.3997.302/1_MidSize.png,[],[],3,100,0,0,0,FR,W
370658,300,"{""polyester"":100}",0,Journey,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370658.70/1_MidSize.png,[],[],3,100,0,0,0,FR,W
370642,300,"{""polyester"":100}",0,Marissa,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370642.119/1_MidSize.png,[],[],3,100,0,0,0,FR,W
370638,300,"{""polyester"":100}",0,Dahlia,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370638.13/1_MidSize.png,[],[],3,100,0,0,0,FR,W
370571,300,"{""polyester"":100}",0,Marianna,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370571.24/1_MidSize.png,[],[],3,100,0,0,0,FR,W
370570,300,"{""polyester"":100}",0,Kaylyn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370570.60/1_MidSize.png,[],[],3,100,0,0,0,FR,W
370569,300,"{""polyester"":100}",0,Chloe,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3107.300.370569.201/1_MidSize.png,[],[],3,100,0,0,0,FR,W
354268,300,"{""polyester"":100}",0,Anahi,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.354268.19/1_MidSize.png,[],[],3,100,0,0,0,FR,W
353562,300,"{""polyester"":100}",0,Michaela,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.353562.1/1_MidSize.png,[],[],3,100,0,0,0,FR,W
341740,300,"{""polyester"":100}",0,Linda,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.341740.19/1_MidSize.png,[],[],3,100,0,0,0,FR,W
332866,300,"{""polyester"":100}",0,Kiara,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.332866.1/1_MidSize.png,[],[],3,100,0,0,0,FR,W
321308,300,"{""polyester"":100}",0,Elisabeth,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3005.290.321308.15/1_MidSize.png,[],[],3,100,0,0,0,FR,W
321260,300,"{""polyester"":100}",0,Miley,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3005.290.321260.15/1_MidSize.png,[],[],3,100,0,0,0,FR,W
305016,300,"{""polyester"":100}",0,Tianna,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.305016.12/1_MidSize.png,[],[],3,100,0,0,0,FR,W
304917,300,"{""polyester"":100}",0,Sofia,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3005.290.304917.1/1_MidSize.png,[],[],3,100,0,0,0,FR,W
107050,300,"{""polyester"":100}",0,Aubree,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3006.300.107050.8/1_MidSize.png,[],[],3,100,0,0,0,FR,W
501,300,"{""polyester"":100}",0,Paloma,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3018.290.501.22/1_MidSize.png,[],[],3,100,0,0,0,FR,W
49029,300,"{""polyester"":100}",0,Nathalia,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.49029.472/1_MidSize.png,[],[],3,100,0,0,0,FR,W
49028,300,"{""polyester"":100}",0,Kamora,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.49028.60531/1_MidSize.png,[],[],3,100,0,0,0,FR,W
49027,300,"{""polyester"":100}",0,Jaida,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.49027.71385/1_MidSize.png,[],[],3,100,0,0,0,FR,W
49017,300,"{""polyester"":100}",0,Gillian,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3061.290.49017.30795/1_MidSize.png,[],[],3,100,0,0,0,FR,W
4008,300,"{""polyester"":100}",0,Olivia,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3001.290.4008.1401/1_MidSize.png,[],[],3,100,0,0,0,FR,W
4004,300,"{""polyester"":100}",0,Juliet,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3001.290.4004.102/1_MidSize.png,[],[],3,100,0,0,0,FR,W
2106,300,"{""polyester"":100}",0,Kaiya,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3015.290.2106.1131/1_MidSize.png,[],[],3,100,0,0,0,FR,W
10183,300,"{""polyester"":100}",0,Jenna,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.10183.105/1_MidSize.png,[],[],3,100,0,0,0,FR,W
10182,300,"{""polyester"":100}",0,Aurora,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.10182.302/1_MidSize.png,[],[],3,100,0,0,0,FR,W
10181,300,"{""polyester"":100}",0,Madalyn,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.10181.402/1_MidSize.png,[],[],3,100,0,0,0,FR,W
10071,300,"{""polyester"":100}",0,Sophia,Kismet,"[""fabric""]",,,Grand,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/3004.290.10071.102/1_MidSize.png,[],[],3,100,0,0,0,FR,W
19894,300,"{""polyester"":100}",0,Kaitlyn,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19894.2241/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19887,300,"{""polyester"":100}",0,Lorelei,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19887.2103/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19884,300,"{""polyester"":100}",0,Kate,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19884.2184/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19883,300,"{""polyester"":100}",0,Natalie,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19883.2187/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19721,300,"{""polyester"":100}",0,Madeleine,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19721.2038/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19499,300,"{""polyester"":100}",0,Aniya,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19499.1808/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19466,300,"{""polyester"":100}",0,Justine,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19466.1811/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19422,300,"{""polyester"":100}",0,Lily,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19422.1779/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19331,300,"{""polyester"":100}",0,Amya,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19331.1668/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3740,300,"{""polyester"":100}",0,Sharon,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4014.290.3740.16/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3561,300,"{""polyester"":100}",0,Carolina,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4014.290.3561.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3481,300,"{""polyester"":100}",0,Meghan,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4015.290.3481.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
241151,300,"{""polyester"":100}",0,Alice,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4011.290.241151.6/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19330,300,"{""polyester"":100}",0,Paola,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19330.1667/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19485,300,"{""polyester"":100}",0,Kyleigh,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19485.1829/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40872,300,"{""polyester"":100}",0,Maggie,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4013.290.40872.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19387,300,"{""polyester"":100}",0,Azul,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4019.300.19387.1687/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19385,300,"{""polyester"":100}",0,Clare,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4019.300.19385.1690/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19417,300,"{""polyester"":100}",0,Zoey,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19417.1780/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19386,300,"{""polyester"":100}",0,Taniyah,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4019.300.19386.1681/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19384,300,"{""polyester"":100}",0,Kaila,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4019.300.19384.1695/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19420,300,"{""polyester"":100}",0,Savannah,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19420.1728/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19444,300,"{""polyester"":100}",0,Cheyenne,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19444.1728/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40836,300,"{""polyester"":100}",0,Rosemary,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4012.290.40836.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40813,300,"{""polyester"":100}",0,Holly,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4012.290.40813.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19463,300,"{""polyester"":100}",0,Mary,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19463.1701/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19461,300,"{""polyester"":100}",0,Kathryn,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19461.460/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19464,300,"{""polyester"":100}",0,Emmalee,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19464.884/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19300,300,"{""polyester"":100}",0,Mara,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19300.840/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3395,300,"{""polyester"":100}",0,Jazmine,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4017.290.3395.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3404,300,"{""polyester"":100}",0,Jaliyah,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4017.290.3404.7/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3337,300,"{""polyester"":100}",0,Elyse,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4017.290.3337.5/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3128,300,"{""polyester"":100}",0,Amirah,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4015.290.3128.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
2490,300,"{""polyester"":100}",0,Kristina,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4016.290.2490.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19366,300,"{""polyester"":100}",0,Mina,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19366.884/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19350,300,"{""polyester"":100}",0,Lilyana,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19350.1669/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19367,300,"{""polyester"":100}",0,Tessa,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19367.268/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19347,300,"{""polyester"":100}",0,Karly,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19347.247/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19358,300,"{""polyester"":100}",0,Danika,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19358.452/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19373,300,"{""polyester"":100}",0,Kendal,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19373.162/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19301,300,"{""polyester"":100}",0,Shyla,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19301.661/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19361,300,"{""polyester"":100}",0,Caroline,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19361.452/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19299,300,"{""polyester"":100}",0,Aubrey,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19299.661/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3191,300,"{""polyester"":100}",0,Trinity,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4004.290.3191.5/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3193,300,"{""polyester"":100}",0,Arielle,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4017.290.3193.5/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3164,300,"{""polyester"":100}",0,Adyson,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4016.290.3164.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40325,300,"{""polyester"":100}",0,Angel,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4012.290.40325.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19298,300,"{""polyester"":100}",0,Braelyn,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19298.853/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19145,300,"{""polyester"":100}",0,Lea,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19145.1522/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19144,300,"{""polyester"":100}",0,Margaret,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19144.1527/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19141,300,"{""polyester"":100}",0,Aimee,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19141.637/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19297,300,"{""polyester"":100}",0,Elsie,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19297.661/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19146,300,"{""polyester"":100}",0,Madelyn,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19146.637/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19143,300,"{""polyester"":100}",0,Karina,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19143.637/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19294,300,"{""polyester"":100}",0,Brenda,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4006.290.19294.164/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19142,300,"{""polyester"":100}",0,Lorena,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19142.1526/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19124,300,"{""polyester"":100}",0,Emely,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4010.290.19124.793/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19147,300,"{""polyester"":100}",0,Ruth,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4005.290.19147.1528/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40317,300,"{""polyester"":100}",0,Alayna,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4011.290.40317.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40225,300,"{""polyester"":100}",0,Laura,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4011.290.40225.5/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40311,300,"{""polyester"":100}",0,Princess,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4013.290.40311.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
3217,300,"{""polyester"":100}",0,Aliyah,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4014.290.3217.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
50106,300,"{""polyester"":100}",0,Averie,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4002.290.50106.3/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40274,300,"{""polyester"":100}",0,Kayden,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4012.290.40274.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40318,300,"{""polyester"":100}",0,Karli,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4011.290.40318.2/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40292,300,"{""polyester"":100}",0,Isabela,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4011.290.40292.4/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
40250,300,"{""polyester"":100}",0,Maleah,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4011.290.40250.1/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
19073,300,"{""polyester"":100}",0,Deanna,Kismet,"[""embroidery"",""advancedEmbroidery""]",,embroidery,Classic,Türkiye,0,curtain,http://kismettekstil.com/Content/Images/4007.290.19073.190/1_MidSize.jpg,[],[],3,100,0,0,0,FR,W
